PRINCÍPIO ATIVO,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMVG Sem Impostos,PMVG 0%,PMVG 12%,PMVG 17%,PMVG 17% ALC,"PMVG 17,5%","PMVG 17,5% ALC",PMVG 18%,PMVG 18% ALC,RESTRIÇÃO HOSPITALAR,PMVG 20%,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA,Column1,_1,_2,_3,_4,_5,_6,_7,_8
PANAX GINSENG C.;FUMARATO FERROSO;NICOTINAMIDA;OXIDO DE ZINCO;GLICONATO DE MAG;ACETATO DE RACEA;PALMITATO DE RET;LECITINA DE SOJA;SULFATO DE MANGA;SULFATO CÚPRICO ;CLORIDRATO DE PI;PANTOTENATO DE C;COLECALCIFEROL;RUTOSÍDEO;GLICONATO DE POT;FOSFATO DE CÁLCI;NITRATO DE TIAMI;RIBOFLAVINA;CIANOCOBALAMINA;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO;ÁCIDO FÓLICO,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524819120007907,1015502050016,7896226102832,    -,    -,VITERGAN MASTER,CAP MOLE CT BL AL PLAS TRANS X 30 ,A11A4 - OUTROS POLIVITAMÍNICOS COM MINERAIS,Específico,Liberado,4825,5404,6245,6678,5813,6725,5848,6772,5884,6968,3786,4241,4900,5240,4561,5277,4589,5314,4617,Não,5468,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
PANCREATINA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500214010030914,1055303370028,7896255766777,    -,    -,CREON,150 MG CAP GEL DURA CT BL AL/AL X 30 (MINIMICROESFERAS),"A9A - DIGESTIVOS, INCLUINDO ENZIMAS DIGESTIVAS",Biológico,Regulado,4272,4272,,,,,,,,,3352,3352,,,,,,,,Não,,Sim,Sim,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
PANITUMUMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544115070000417,1024400020011,7898609960039,    -,    -,VECTIBIX,20 MG/ML SOL DIL INFUS CT FA VD TRANS X 5 ML,"L1G4 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, EGFR",Biológico,Regulado,137370,137370,156102,165506,165506,166509,166509,167524,167524,171713,107794,107794,122493,129873,129873,130660,130660,131456,131456,Não,134743,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PANTOPRAZOL,57.507.378/0003-65,EMS S/A,507719802112112,1023501560011,7896004767154,    -,    -,PANTOPRAZOL SÓDICO SESQUI-HIDRATADO,20 MG COM REV CT BL AL PLAS BRANCO LEITOSO X 7,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Genérico,Regulado,1678,1678,1907,2022,2022,2034,2034,2046,2046,2098,1317,1317,1496,1587,1587,1596,1596,1605,1605,Sim,1646,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
PANTOPRAZOL MAGNÉSICO DI-HIDRATADO,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501619120022007,1011806220016,7896637031523,    -,    -,INILOK,40 MG COM REV LIB RETARD CT BL AL PLAS ACLAR/PVC TRANS X 6,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Similar,Regulado,4988,5587,6456,6904,6010,6952,6047,7001,6083,7204,3914,4384,5066,5418,4716,5455,4745,5494,4773,Não,5653,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
PANTOPRAZOL MAGNÉSICO DI-HIDRATADO;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552917060071106,1057304930058,7896658027567,    -,    -,PANTOPRAZOL MAGNÉSICO DI-HIDRATADO,40 MG COM REV LIB RETARD CT BL AL AL X 60,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Genérico,Regulado,32429,36320,41971,44882,39071,45195,39307,45513,39547,46831,25447,28500,32935,35219,30659,35464,30844,35714,31033,Não,36748,Não,Não,Não,,Negativa,Não,Tarja  Vermelha,"","","","","","","","",""
PANTOPRAZOL SÓDICO,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526114010090706,1058308970141,7896004749365,    -,    -,PANTOPRAZOL SÓDICO SESQUI-HIDRATADO,40 MG COM REV LIB RETARD CT BL AL AL X 42,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Genérico,Regulado,13068,13068,14850,15745,15745,15840,15840,15937,15937,16335,10254,10254,11653,12355,12355,12430,12430,12506,12506,Não,12818,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508010605158117,1004300260065,7891317450113,    -,    -,PANTOPRAZOL,40 MG PÓ LIOF SOL INJ CT 50 FA VD TRANS + 50 AMP PLAS DIL X 10 ML,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Genérico,Regulado,328044,328044,372777,395234,395234,397629,397629,400054,400054,410055,257416,257416,292518,310140,310140,312019,312019,313922,313922,Sim,321770,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;NIMESULIDA,57.507.378/0003-65,EMS S/A,541818110094005,1023512660012,7894916513647,    -,    -,NIVUX,(100 + 20) MG COM CT BL AL AL X 6,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,Novo,Regulado,2007,2248,2598,2778,2418,2797,2433,2817,2448,2899,1575,1764,2039,2180,1897,2195,1909,2211,1921,Não,2275,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;PANTOPRAZOL,05.035.244/0001-23,SUN FARMACÊUTICA DO BRASIL LTDA,532417030017806,1468200520040,7898524981003,    -,    -,PANTOPRAZOL,40 MG/ML PÓ LIOF INJ CT X 50 FA VD INC ,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Genérico,Regulado,326485,326485,371006,393355,393355,395739,395739,398152,398152,408106,256193,256193,291128,308666,308666,310536,310536,312430,312430,Sim,320241,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
PANTOTENATO DE C;PANAX GINSENG C.;COLECALCIFEROL;FUMARATO FERROSO;NICOTINAMIDA;OXIDO DE ZINCO;RUTOSÍDEO;GLICONATO DE MAG;GLICONATO DE POT;FOSFATO DE CÁLCI;ACETATO DE RACEA;NITRATO DE TIAMI;PALMITATO DE RET;LECITINA DE SOJA;RIBOFLAVINA;CIANOCOBALAMINA;SULFATO DE MANGA;ÓXIDO DE ZINCO;SULFATO CÚPRICO ;CLORIDRATO DE PI;ÁCIDO ASCÓRBICO;ÁCIDO FÓLICO,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524819120008007,1015502050024,7896226107646,    -,    -,VITERGAN MASTER,CAP MOLE CT BL AL PLAS TRANS X 10 ,A11A4 - OUTROS POLIVITAMÍNICOS COM MINERAIS,Específico,Liberado,1864,2088,2413,2580,2246,2598,2260,2616,2274,2692,1463,1638,1893,2025,1762,2039,1773,2053,1785,Não,2112,Não,Não,Não,,Negativa,Não,Tarja -(*),"","","","","","","","",""
PAPAVER SOMNIFERUM L.,84.684.620/0001-87,LABORATORIO CATARINENSE LTDA,516120020003307,1006633920015,7896023701436,    -,    -,ELIXIR PAREGÓRICO CATARINENSE,"0,05 ML/ML SOL OR CT FR GOT PLAS OPC X 30 ML",A7H - INIBIDORES DA MOTILIDADE,Fitoterápico,Liberado,1175,1316,1521,1626,1416,1638,1424,1649,1433,1697,922,1033,1194,1276,1111,1285,1117,1294,1124,Não,1332,Não,Não,Não,,Negativa,Sim,Tarja -(*),"","","","","","","","",""
PARACETAMOL,46.179.008/0001-68,BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI,504902901138421,1003800390016,7898100240777,    -,    -,TYFLEN,200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML,N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,Similar,Liberado,495,554,640,685,596,689,600,694,603,714,388,435,502,538,468,541,471,545,473,Não,560,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
PARACETAMOL;ÁCIDO ASCÓRBICO;CLORIDRATO DE FENILEFRINA;MALEATO DE DIMETINDENO;RUTOSÍDEO,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510618030059417,1010703340010,7896261010246,    -,    -,TRIMEDAL,"500MG + 0,5MG + 15MG + 40MG + 2MG COM REV CT STR AL/AL X 4",R5A - ANTIGRIPAIS SEM ANTIINFECCIOSOS,Novo,Regulado,251,281,325,347,302,350,304,352,306,362,197,221,255,272,237,275,239,276,240,Não,284,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
PARACETAMOL;CAFEÍNA,57.507.378/0003-65,EMS S/A,541820060131207,1023512970011,7896004721323,    -,    -,PARACETAMOL + CAFEÍNA,500 MG + 65 MG COM REV CT BL AL PLAS OPC X 20,N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,Genérico,Liberado,1158,1297,1499,1603,1395,1614,1404,1625,1412,1672,909,1018,1176,1258,1095,1267,1102,1275,1108,Não,1312,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
PARACETAMOL;CAFEÍNA ANIDRA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510610204131314,1010702200029,7896015517083,    -,    -,SONRIDOR CAF,"(500,0 + 65 ,0) MG COM EFEV CT  STR AL POLIET X 4",N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,Novo,Liberado,442,495,572,612,532,616,536,620,539,638,347,388,449,480,417,483,421,486,423,Não,501,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
PARACETAMOL;CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540918080036303,1781701230051,7896094908512,    -,    -,DORIL ENXAQUECA,250 MG + 250 MG + 65 MG COM REV CT BL AL AL X 12,N2C9 - TODOS AS OUTRAS PREPARAÇÕES ANTIENXAQUECOSAS,Similar,Liberado,1123,1258,1454,1555,1353,1565,1361,1576,1370,1622,881,987,1141,1220,1062,1228,1068,1237,1075,Não,1273,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
PARACETAMOL;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552920010102107,1057307150029,7896658026546,    -,    -,DORILAX DT,"(450,0 + 50,0 + 35,0) MG COM CT BL AL PLAS PVC/PVDC TRANS X 12",M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,Similar,Liberado,416,466,539,576,501,580,504,584,507,601,326,366,423,452,393,455,395,458,398,Não,472,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
PARACETAMOL;CAFEÍNA ANIDRA;PROPIFENAZONA,18.459.628/0001-15,BAYER S.A.,538912060016513,1705600500031,7891106006460,    -,    -,SARIDON,250 MG + 150 MG + 50 MG COM CT BL AL PLAS INC X 20,N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,Novo,Liberado,1480,1658,1916,2049,1784,2063,1794,2078,1805,2138,1161,1301,1503,1608,1400,1619,1408,1631,1416,Não,1678,Não,Não,Não,,Negativa,Não,Tarja Venda Livre,"","","","","","","","",""
PARACETAMOL;CAFEÍNA;ÁCIDO ACETILSALICÍLICO,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540921050047307,1781701230033,7896094920910,    -,    -,DORIL ENXAQUECA,250 MG + 250 MG + 65 MG COM REV CT BL AL AL X 8,N2C9 - TODOS AS OUTRAS PREPARAÇÕES ANTIENXAQUECOSAS,Similar,Liberado,839,940,1086,1162,1011,1170,1017,1178,1024,1212,658,738,852,912,793,918,798,924,804,Não,951,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
PARACETAMOL;CAFEÍNA;DICLOFENACO DE SÓDIO;CARISOPRODOL,33.173.097/0002-74,CELLERA FARMACÊUTICA S.A.,541720080021907,1044002240014,7893454714486,    -,    -,TANDERALGIN,"(125,0 + 50,0 + 300,0 + 30,0) MG COM CT BL AL PLAS TRANS X 30",M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,'-(*),Regulado,2335,2615,3022,3231,2813,3254,2830,3277,2847,3372,1832,2052,2371,2535,2207,2553,2221,2571,2234,Não,2646,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
PARACETAMOL;CLORIDRATO DE FENILEFRINA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505103902115320,1018002780011,7896016805608,    -,    -,NALDECON DIA,800 MG + 20 MG COM CT BL AL /AL X 12 COM AMARELO + 12 COM BRANCO,R5A - ANTIGRIPAIS SEM ANTIINFECCIOSOS,Novo,Liberado,2371,2656,3069,3282,2857,3305,2874,3328,2892,3425,1861,2084,2408,2575,2242,2593,2255,2611,2269,Não,2688,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
PARACETAMOL;CLORIDRATO DE PSEUDOEFEDRINA,57.507.378/0003-65,EMS S/A,507737901119113,1023508740066,7896004722337,    -,    -,PARACETAMOL + CLORIDRATO DE PSEUDOEFEDRINA,500 MG + 30 MG COM REV CT BL AL PLAS OPC X 24,R5A - ANTIGRIPAIS SEM ANTIINFECCIOSOS,Genérico,Regulado,673,754,871,932,811,938,816,945,821,972,528,592,683,731,636,736,640,742,644,Não,763,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
PARACETAMOL;FOSFATO DE CODEÍNA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508016100113503,1004310120088,7891317000035,    -,    -,PACO,500MG + 30MG COM CT BL AL PVC/PCTFE TRANS X 12,N2A - ANALGÉSICOS NARCÓTICOS,Similar,Regulado,1438,1611,1862,1991,1733,2005,1744,2019,1754,2077,1128,1264,1461,1562,1360,1573,1369,1584,1376,Não,1630,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
PARACETAMOL;FOSFATO DE CODEÍNA HEMI-HIDRATADO,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504621040080506,1558405830016,7896714263113,    -,    -,PARACETAMOL + FOSFATO DE CODEINA,"(500,0 + 7,5) MG COM CT BL AL PLAS PVC TRANS X 12",N2A - ANALGÉSICOS NARCÓTICOS,Genérico,Regulado,957,1072,1239,1325,1153,1334,1160,1343,1167,1382,751,841,972,1040,905,1047,910,1054,916,Não,1084,Não,Não,Não,,Negativa,Não,Tarja Vermelha (*),"","","","","","","","",""
PARACETAMOL;MALEATO DE CARBINOXAMINA,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504613040016214,1558401790011,7896714203898,    -,    -,NEOLEFRIN BABY,120  MG/ML + 2 MG/ML SOL OR CT FR VD AMB X 15 ML,R5A - ANTIGRIPAIS SEM ANTIINFECCIOSOS,Similar,Liberado,1382,1548,1789,1913,1665,1926,1675,1940,1686,1996,1084,1215,1404,1501,1307,1511,1314,1522,1323,Não,1566,Não,Não,Não,,Negativa,Não,Tarja Venda Livre,"","","","","","","","",""
PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505103802110327,1018001460021,7896016806261,    -,    -,NALDECON,400 MG + 20 MG COM AMARELO/400 MG + 4 MG COM LARANJA CT BL AL/AL X 12 + 12,R5A - ANTIGRIPAIS SEM ANTIINFECCIOSOS,Novo,Liberado,2371,2656,3069,3282,2857,3305,2874,3328,2892,3425,1861,2084,2408,2575,2242,2593,2255,2611,2269,Não,2688,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
PARECOXIBE SÓDICO,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720060087917,1211004720011,7891268108125,    -,    -,BEXTRA IM/IV,40 MG PO LIOF SOL INJ CT FA VD TRANS + SOL DIL INJ 01 AMP VD TRANS X 02 ML,M1A3 - COXIBS,Novo,Regulado,5198,5198,5907,6263,6263,6301,6301,6339,6339,6498,4079,4079,4635,4915,4915,4944,4944,4974,4974,Sim,5099,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),"","","","","","","","",""
PARICALCITOL,64.171.697/0001-46,ACCORD FARMACÊUTICA LTDA,538020060029907,1553700720012,7898577810244,    -,    -,PARICALCITOL,"5,0 MCG/ML SOL INJ IV CT ENVOL 5 AMP VD TRANS X 1 ML",H4F - PRODUTOS ANTIPARATIREOIDEANOS,Genérico,Regulado,13499,13499,15340,16264,16264,16362,16362,16462,16462,16874,10593,10593,12037,12762,12762,12839,12839,12918,12918,Sim,13241,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 16;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 18;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 6;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 11,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525503601151314,1002901710050,7897337704748,    -,    -,GARDASIL,"SUS INJ CT 01 SER PREENCH VD INC X 0,5 ML ",J7E3 - VACINA CONTRA HPV (PAPILOMAVIRUS HUMANO),Biológico,Regulado,44604,44604,,,,,,,,,35001,35001,,,,,,,,Não,,Não,Sim,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 58;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 16;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 18;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 6;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 31;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 52;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 33;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 11;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 45,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525518080020701,1002901990010,7897337713832,    -,    -,GARDASIL 9,"SUS INJ CT 10 FA VD INC X 0,5 ML",J7E3 - VACINA CONTRA HPV (PAPILOMAVIRUS HUMANO),Biológico,Regulado,477847,535189,618458,661348,575719,665967,579209,670651,582741,690068,374967,419963,485304,518960,451767,522584,454505,526260,457277,Não,541496,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
PASSIFLORA INCARNATA,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524820010008507,1015502460011,7896226100357,    -,    -,PASALIX PI,500 MG COM REV CT BL AL PLAS TRANS X 10,V07A2 - OUTROS PRODUTOS,Fitoterápico,Liberado,1180,1322,1528,1634,1422,1645,1431,1657,1439,1705,926,1037,1199,1282,1116,1291,1123,1300,1129,Não,1338,Não,Não,Não,,Negativa,Não,Tarja -(*),"","","","","","","","",""
PASSIFLORA INCARNATA L.,30.222.814/0001-31,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,533520110033207,1039201990025,7898049797646,    -,    -,REPAROSONO,260 MG COM REV CT BL AL PLAS TRANS X 30,N5B5 - HIPNÓTICOS E SEDATIVOS HERBÁCEOS,Fitoterápico,Liberado,1994,2233,2580,2759,2402,2779,2417,2798,2431,2879,1565,1752,2025,2165,1885,2181,1897,2196,1908,Não,2259,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
PATISIRANA SÓDICA,31.731.807/0001-28,SPECIALTY PHARMA GOIAS LTDA,587920070000107,1936100010011,7898965751005,    -,    -,ONPATTRO,2 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 5 ML,N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,Novo,Regulado,543005,608166,702789,751528,654223,756777,658188,762100,662202,784164,426096,477228,551479,589724,513369,593843,516480,598020,519630,Sim,615334,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
PEGASPARGASE,42.374.207/0001-76,LABORATÓRIOS SERVIER DO BRASIL LTDA,531319120009217,1127800760011,7898924769331,    -,    -,ONCASPAR,750 U/ML  SOL INJ CT 1 FA VD INC X 5 ML,L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,Biológico,Regulado,551144,617281,713323,762791,664028,768119,668053,773522,672126,795917,432483,484380,559745,598562,521063,602743,524221,606983,527417,Sim,624556,Não,Não,Não,,Negativa,Sim,Tarja Vermelha (*),"","","","","","","","",""
PEGFILGRASTIM,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544117060004007,1024400050024,7898609960473,    -,    -,NEULASTIM,"10 MG/ML SOL INJ CT SER PREENCH VD TRANS X 0,6 ML + DISPOSITIVO DE SEGURANÇA",L3A1 - FATORES ESTIMULANTES DE COLÔNIAS,Biológico,Regulado,457525,457525,519915,551235,551235,554576,554576,557957,557957,571906,359020,359020,407977,432554,432554,435176,435176,437829,437829,Sim,448775,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PEGVISOMANTO,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720050085917,1211004500044,7891268108286,    -,    -,SOMAVERT,10 MG PO LIOF INJ CT 30 FA VD INC + 30 FA DIL ,H1C2 - HORMÔNIOS ANTICRESCIMENTO,Biológico,Regulado,726473,726473,825538,875268,875268,880573,880573,885943,885943,908091,570063,570063,647800,686823,686823,690986,690986,695200,695200,Não,712579,Não,Não,Não,,Positiva,Sim,Tarja -(*),"","","","","","","","",""
PELARGONIUM SIDOIDES DC.,33.349.473/0001-58,FARMOQUÍMICA S/A,509020010022507,1039001700015,7898040321437,    -,    -,UMCKAN,825 MG/ML SOL OR CT FR GOT VD AMB X 20 ML,V07A2 - OUTROS PRODUTOS,Fitoterápico,Liberado,3834,4294,4962,5306,4619,5343,4647,5381,4676,5537,3009,3370,3894,4164,3625,4193,3646,4223,3669,Não,4345,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
PEMBROLIZUMABE,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525517020019902,1002901960014,7897337713818,    -,    -,KEYTRUDA,100 MG/ 4 ML SOL INJ CT FA VD INC X 4 ML,"L1G5 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, PD-1/PD-L1",Biológico,Regulado,1188821,1331480,1538642,1645347,1432314,1656839,1440996,1668492,1449782,1716798,932868,1044812,1207372,1291104,1123937,1300122,1130750,1309266,1137644,Sim,1347171,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
PEMETREXEDE DISSÓDICO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523712110026304,1003301660018,7896094208193,    -,    -,ATRED,100 MG PO LIOF SOL INJ CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,142176,142176,161564,171296,171296,172335,172335,173385,173385,177720,111566,111566,126779,134416,134416,135231,135231,136055,136055,Sim,139457,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506719060079004,1029804980016,7896676430172,    -,    -,MESOTEM,500 MG PO LIOF CT FA VD TRANS X 50 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,684978,684978,778384,825275,825275,830276,830276,835339,835339,856223,537502,537502,610798,647593,647593,651518,651518,655491,655491,Sim,671878,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PEMETREXEDE DISSÓDICO HEPTAIDRATADO,61.282.661/0001-41,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,519519060028804,1064602140015,7898943601803,    -,    -,PLEXEDEN,100 MG PO LIOF SOL INJ CT FA VD TRANS X 13 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,135058,135058,153475,162720,162720,163707,163707,164705,164705,168823,105980,105980,120432,127686,127686,128461,128461,129244,129244,Sim,132476,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PENCICLOVIR,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531625601167415,1356906010012,7894916500418,    -,    -,PENVIR LÁBIA,10 MG/G CREM CT BG AL X 5 G,D6D1 - ANTIVIRAIS TÓPICOS,Similar,Regulado,2046,2292,2649,2832,2466,2852,2481,2872,2496,2955,1605,1799,2079,2222,1935,2238,1947,2254,1959,Não,2319,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
PENICILAMINA,27.011.022/0001-03,BL INDÚSTRIA OTICA LTDA,503120120001817,1196100260019,7898168001600,    -,    -,CUPRIMINE,250 MG CAP DURA CT FR PLAS OPC X100,M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS,Novo,Regulado,28353,28353,,,,,,,,,22249,22249,,,,,,,,Não,,Sim,Sim,Não,-7,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
